	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.m.1.SmLE.PZQ.ES.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.m.1.SmLE.PZQ.ES.RNA.adu.m.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_334500	0.00169346373825141	0.998306536261749	0.415471531694623	0.407215094324589	14.1445955334588	34.7495060466403	Cilia- and flagella-associated protein 91	Smart/HDAC1 associated repressor protein
gene:Smp_334510	4.92735146018219e-08	0.999999950726485	2.38617682718458	2.38700456998811	1962.61393485995	822.202055869557	Hypothetical protein	ATG17, KLTH0D15642P
gene:Smp_334600	0.000434050412652209	0.999565949587348	0.455791126366086	0.450964843814725	24.9564147781483	55.3522197396955	cAMP-specific 3',5'-cyclic phosphodiesterase 4C (Fragment)	DPDE3, PDE43, CAMP-specific 3',5'-cyclic phosphodiesterase 4D
gene:Smp_334620	4.11026170311635e-05	0.999958897382969	0.176261858429283	0.146223562101603	1.95875583064867	13.4540122450354	Beta-taxilin	Anopheles plasmodium-responsive leucine-rich REPE 1
gene:Smp_334670	5.52584810439294e-05	0.999944741518956	0.472321621064127	0.467459814869347	24.9001624345083	53.2783504467023	Annexin A5	Annexin A4
gene:Smp_334870	3.30113714142044e-12	0.999999999996699	0.0335159474954128	0.0224306949273219	0.950179541153616	42.7964999441485	Calcium-dependent secretion activator 1	MUNC13-1, protein UNC-13 homolog A
gene:Smp_334920	0.000564340258785934	0.999435659741214	2.1251222621512	2.14498282357791	59.6512894158526	27.804343667487	Isochorismatase family protein 1A	LY-6/neurotoxin-like protein 1
gene:Smp_334950	0	1	3.02484891040563	3.04237547821378	172.561540869988	56.7126307553947	RNA-binding protein 44	STP-alpha, transcription elongation factor S-II, DNA
gene:Smp_334970	0	1	0.260497048566444	0.259324728116837	80.3052696457845	309.699260003924	25 kDa integral membrane protein	CD63-like protein SM-TSP-2
gene:Smp_335040	0	1	0.385769819214315	0.385351941045345	278.089135979091	721.665710844198	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ICLN protein, SD10511P
gene:Smp_335050	4.44089209850063e-16	1	0.107589124770997	0.104342534298757	14.0718380295349	134.947791893528	Sialic acid-binding Ig-like lectin 5	Stage V sporulation protein S (spovs) related Pro
gene:Smp_335080	2.51873734645747e-05	0.999974812626535	0.39487908011651	0.387030392030405	14.640443998569	37.8434717175856	Spindle assembly abnormal protein 6 homolog	TM, general control protein GCN4 and tropomyosin ALPH
gene:Smp_335140	0.003651343082824	0.996348656917176	0.299065212811517	0.269867963355914	3.17088248806966	11.7768102923894	Calhepatin	EH domain protein REPS1
gene:Smp_335280	0	1	0.479872763280345	0.479146559909381	168.48240525061	351.641079958658	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	GDP-6-deoxy-D-LYXO-4-hexulose reductase
gene:Smp_335310	0.000932560718912123	0.999067439281088	0.0620743677985129	0.0271433736601591	0.347834247669897	13.1731161501904	Hypothetical protein	CASSIICOLIN
gene:Smp_335400	0.0412700204146568	0.958729979585343	0.290167234350512	0.255869116005339	2.58994545071341	10.1512320052693	Bacillolysin	DNA ligase
gene:Smp_335560	0	1	0.301376322082089	0.30117941886914	524.648131968644	1742.00190087495	Complement C1q and tumor necrosis factor-related protein 9B	Collagen alpha1(XV) chain
gene:Smp_335660	0	1	0.426990625514858	0.426706180810936	422.029819227052	989.054227813582	Uncharacterized protein C14orf119	HRAS-like suppressor 2
gene:Smp_335710	0	1	1182.92871275703	59212.8394851978	592.118394851978	0	Casein kinase I isoform alpha	Casein kinase I-like
gene:Smp_335770	0.000412734315660024	0.99958726568434	2.70112761455744	2.71570024111419	155.637270604956	57.3038626452738	Forkhead box protein J3	HNF-3/FORK head DNA-recognition motif
gene:Smp_335840	0.0314270577907421	0.968572942209258	0.286329341264812	0.268179562054459	5.16741279308491	19.2957694382898	Glucose-6-phosphate 1-dehydrogenase	TRPM7 channel
gene:Smp_336210	6.57774215627738e-05	0.999934222578437	3.81362659688886	4.00531836342819	28.8542755885488	7.19648721762122	Transmembrane matrix receptor MUP-4	Factor IX
gene:Smp_336320	0	1	0.26582058168109	0.26474829820116	88.9892582664292	336.155553739674	Hypothetical protein	CURM sulfotransferase
gene:Smp_336610	0.00967974438807362	0.990320255611926	0.319165682639468	0.318110294589567	100.745232444509	316.720499321017	Stabilizer of axonemal microtubules 1	RV1873
gene:Smp_336630	9.02555165716024e-07	0.999999097444834	0.325532361015982	0.324349274543762	90.7758531214663	279.891514344893	ATP-binding cassette sub-family A member 1	MCG1178, multidrug resistance protein 1A
gene:Smp_336780	6.58484378135427e-12	0.999999999993415	2.58622593501549	2.60945413262116	87.4802830409115	33.5181934819941	Thrombospondin-4	BDNF/NT-3 growth factors receptor
gene:Smp_336800	5.1015850351166e-05	0.999948984149649	0.498166498995612	0.495338286301524	43.1429112360493	87.1080613924543	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	MAD3, mitotic spindle checkpoint component MAD3
gene:Smp_336900	5.77315972805081e-14	0.999999999999942	0.209784388331678	0.207454171901767	34.5307797891708	166.48836189135	Inositol 1,4,5-trisphosphate receptor type 1	Inositol 1,4,5-trisphosphate receptor type 1
gene:Smp_337060	0	1	0.120660497254095	0.119422536277389	41.6382289879267	348.736813509204	APOBEC1 complementation factor	U4/U6 snRNA-associated-splicing factor PRP24
gene:Smp_337150	0	1	2.39856660700202	2.40406196688439	300.385410438618	124.943272659574	Pikachurin	Neurexin-1-alpha
gene:Smp_337190	1.15191828353733e-06	0.999998848081716	0.432316404963197	0.431320820423649	120.7405847526	279.94538131917	Cx9C motif-containing protein 4, mitochondrial	HU-P8
gene:Smp_337230	0.00147009400205744	0.998529905997943	0.326869081470785	0.31103647595114	6.48260662244079	20.8641003851288	Meiotic recombination protein SPO11	DNA topoisomerase VI A subunit
gene:Smp_337240	2.22044604925031e-16	1	0.391451426905985	0.390140742194612	88.9262759793647	227.949467855324	Hypothetical protein	P2Y purinoceptor 12, soluble cytochrome B562
gene:Smp_337280	0	1	2.02728126775438	2.02755279568673	3766.22701807248	1857.51845799355	Microtubule-associated serine/threonine-protein kinase 4	DMPK protein
gene:Smp_337380	0.00104048598116901	0.998959514018831	0.192231369040259	0.163679559295986	2.26357041503322	13.8803747347087	Hypothetical protein	Pyruvate formate-lyase 1-activating enzyme
gene:Smp_337410	0	1	2.33710918940687	2.33916049012278	748.604408057546	320.025504711458	Tumor susceptibility gene 101 protein	Suppressor protein STP22 of temperature- sensitive alpha-factor receptor and arginine...
gene:Smp_337430	0.00497058558798102	0.995029414412019	2.01206054776979	2.02506977273486	77.3391743796247	38.1858070882489	Pentatricopeptide repeat-containing protein 1, mitochondrial	Pentatricopeptide repeat-containing protein AT3G4
gene:Smp_337440	0	1	2.1309034763059	2.13185884304459	1238.99907367482	581.177200886783	Hypothetical protein	Degenerin MEC-4
gene:Smp_337480	8.41438030363406e-13	0.999999999999159	4.33549631269086	4.36931676195335	211.560563624556	48.4118872540546	Serine/threonine-protein kinase PAK mbt	Serine/threonine-protein kinase PAK 4
gene:Smp_337650	2.00192966015589e-06	0.99999799807034	2.0087449374924	2.02249254098432	72.8521393489313	36.0159125175662	Sperm-associated antigen 17	Inositol polyphosphate 5-phosphatase OCRL-1
gene:Smp_337740	0.0312530118777548	0.968746988122245	2.09160611601429	2.11214908126071	55.0946206649119	26.0793613778535	Histone H2A type 1	Histone H2A-IV
gene:Smp_337830	0	1	0.392443373651148	0.392121467753532	363.351632161346	926.645799395655	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	Enoyl-COA hydratase domain-containing protein 3
gene:Smp_337840	4.85792517324057e-11	0.999999999951421	2.50125598547803	2.5061628075187	376.454773559094	150.205609468654	T-cell immunomodulatory protein	Psathyrella velutina lectin
gene:Smp_337890	0.0481393252366736	0.951860674763326	6.56039726345769	8.93822450685919	10.2521273753018	1.13811698536177	NA	NA
gene:Smp_337900	0.0442692291793836	0.955730770820616	3.65054633585642	3.74214838629106	53.1532876088616	14.19662200452	NA	NA
gene:Smp_340010	0	1	0.12770650059494	0.124630783633529	17.3441047174566	139.234127425898	Putative eggshell protein	Glucoamylase A
gene:Smp_340060	0.00525460012547474	0.994745399874525	2.50137362940788	2.50195257169041	3185.60440737527	1273.24131715944	trypsin-like serine protease	Pro-phenoloxidase activating enzyme-I
gene:Smp_340130	0	1	0.364209657600883	0.364201143905785	13353.5714328262	36665.3922269647	20 kDa calcium-binding protein	Centrin-2
gene:Smp_340140	2.22044604925031e-16	1	0.242178695983356	0.238756201981101	25.9460974321708	108.703814413187	DNA mismatch repair protein MutS	UBP3-associated protein BRE5
gene:Smp_340200	0.00307743651192416	0.996922563488076	4.21957523421352	4.24769175683619	238.798941732484	56.2108736893745	POU domain, class 4, transcription factor 3	Protein PIT-1, GHF-1
gene:Smp_340220	0	1	0.499045388826982	0.498797852628196	495.605472172462	993.609899446306	Ethanolamine kinase 1	Ethanolamine kinase PV091845
gene:Smp_340270	1.83884463211825e-10	0.999999999816116	0.484787844185046	0.484498698479847	423.850152034366	874.832705180139	Hypothetical protein	Glutamate receptor ionotropic, kainate 2
gene:Smp_340290	0	1	2.24936183885707	2.25000903012906	2132.54610362927	947.788908836802	Nipped-B-like protein	AP-2 complex subunit beta-1
gene:Smp_340320	0	1	5.58217271712424	5.73386724638126	85.0273640977912	14.820717287963	high voltage-activated calcium channel Cav2A	Navrh, ION transport protein
gene:Smp_340570	0	1	0.263857471425786	0.262904933493106	99.7459903646911	379.427498715889	Uncharacterized protein Cgl0966/cg1103	NK-lysin
gene:Smp_340660	0	1	3.2232153736382	3.24321951608277	176.959556664218	54.5560125028988	Hypothetical protein	Chrac-16
gene:Smp_340670	0	1	2.39795368765929	2.39906608694913	1480.23946356611	617.000707465974	Probable sodium/potassium-transporting ATPase subunit beta-3	Sodium/potassium-transporting ATPase subunit beta
gene:Smp_340870	0	1	0.23620963533641	0.235557684665846	135.483148760825	575.191564546839	Non-symbiotic hemoglobin 1	Hemoglobin II
gene:Smp_340880	0	1	2.80607796132177	2.80704691026349	2568.88226188852	915.148294111794	Rap guanine nucleotide exchange factor 2	RAP guanine nucleotide exchange factor 4
gene:Smp_340960	0	1	2.06780183469759	2.06802614073307	4833.54146448787	2337.26774000695	Heterogeneous nuclear ribonucleoprotein U-like protein 1	Bifunctional polynucleotide phosphatase/kinase
gene:Smp_341350	8.81045469015573e-05	0.999911895453098	0.251128299419406	0.248305705310892	32.3349367725386	130.252559742802	Hypothetical protein	CGMP-dependent protein kinase 1
gene:Smp_341380	6.03810113020131e-10	0.99999999939619	0.285844878947149	0.284552434654214	77.1875730385556	271.284719837366	Transmembrane protein 45B	6-phosphogluconate dehydrogenase, decarboxylating
gene:Smp_341790	6.62313317740804e-05	0.999933768668226	15.4719952919067	16.5881713263125	105.587795290004	6.35584908684315	anti-inflammatory protein 16, putative	DNA-directed RNA polymerase subunit L
gene:Smp_341810	2.10233570674401e-06	0.999997897664293	0.483591847193747	0.483463603237587	955.819845803316	1977.036130055	Dynein light chain LC6, flagellar outer arm	Dynein light chain motor protein
gene:Smp_341880	5.00565888961191e-07	0.999999499434111	0.494477575622697	0.494082965807144	310.755674034589	628.964677414584	Carboxypeptidase N subunit 2	Leucine-rich repeat-containing protein 4C
gene:Smp_341900	0	1	0.339545681540458	0.33950185292361	2511.80579701234	7398.52339645107	Sarcoplasmic calcium-binding protein	Calexcitin
gene:Smp_341910	0	1	0.215778741829283	0.215491293351465	288.638260680192	1339.47920251459	Hypothetical protein	Sequestosome 1
gene:Smp_341950	0	1	2.20293100467642	2.20501562662201	624.710423820861	283.307912253487	Aryl hydrocarbon receptor nuclear translocator	BMAL1B
gene:Smp_342010	0.00137793726595858	0.998622062734041	4.54601679174445	5.01589295815245	18.5751576976049	3.69525405000877	B-cell lymphoma/leukemia 11B	E3 ubiquitin-protein ligase ZFP91
gene:Smp_342040	0	1	0.265129217858934	0.263637363042734	63.7505417688656	241.839414032147	Protein turtle homolog A	Poliovirus receptor-related protein 1
gene:Smp_342080	0	1	2.92230959276623	2.92336770593441	2607.55581401699	891.963256981549	Protein stoned-B	Clathrin coat assembly protein AP50
gene:Smp_342150	1.68924794694547e-05	0.999983107520531	0.333847976809626	0.331612034206845	48.4969091871317	146.266082239148	Acetylcholinesterase	Uncharacterized protein
gene:Smp_342190	0	1	0.394887198504132	0.394868185855943	6170.29302421269	15626.2248936456	Transient receptor potential cation channel subfamily A member 1	Ankyrin
gene:Smp_342200	0	1	0.220853100288199	0.218387432663366	33.8723150693594	155.137732889866	Dystonin	Ribosomal RNA large subunit methyltransferase N
gene:Smp_342290	0	1	2.34628713787755	2.34837085179959	744.939621992938	317.209753184244	Rho GTPase-activating protein 190	Glucocorticoid receptor DNA-binding factor 1
gene:Smp_342310	0.00124425974057929	0.998755740259421	0.470518594809981	0.469013162105437	80.9806746235305	172.673159380767	TWiK family of potassium channels protein 12	Potassium channel subfamily K member 2
gene:Smp_342360	1.73599373806121e-05	0.999982640062619	0.231211210789226	0.227485962693319	23.0397947767394	101.314031179074	Lysine-specific demethylase 8	JMJC domain-containing protein 5
gene:Smp_342410	4.82947015711943e-14	0.999999999999952	0.0521044112823901	0.0465049568765227	3.85522388952283	83.10423446291	Hypothetical protein	Yeast transcription factor ADR1
gene:Smp_342430	0.000857989817679039	0.999142010182321	28.0123112837282	52.3365825081257	28.5256578223971	0.535233495480273	Phosphoribosylamine--glycine ligase	U2 snRNP component IST3
gene:Smp_342480	1.53543844305659e-13	0.999999999999846	0.473664712564746	0.473288353772398	324.962685177203	686.617259232076	RNA-binding protein 34	Splicing factor U2AF 65 kDa subunit
gene:Smp_342620	5.89541656159653e-07	0.999999410458344	2.67857351015713	2.68020803982549	1351.36749610805	504.19619445498	CUGBP Elav-like family member 5	Cugbp ELAV-like family member 1
gene:Smp_342710	0	1	2.25747108717482	2.26024051668729	503.865181507861	222.919895198217	mRNA-capping enzyme	MRNA-capping enzyme
gene:Smp_342760	0	1	0.268338117661155	0.267684517534057	147.113542902001	549.605436325275	Ephrin-4	Ephrin-B2
gene:Smp_342780	6.10635986220132e-11	0.999999999938936	0.0917555839746021	0.0866815392752407	7.60790727529557	87.873848614021	Hypothetical protein	HFH-1, hepatocyte nuclear factor 3 forkhead homolog 1, winged
gene:Smp_342900	0.000199333441482374	0.999800666558518	0.349518020511889	0.34587988177458	30.3528080944041	87.7742560215526	Helicase SWR1	Claudin-15
gene:Smp_342960	0.0185911082518679	0.981408891748132	3.80190073684915	4.25618365043935	12.878646776249	3.01821678639701	Delta-like protein D	WIF-1, WNT inhibitory factor 1
gene:Smp_342970	0	1	2.53198881365605	2.5327125742438	2632.11912245748	1039.24299271014	Fat-like cadherin-related tumor suppressor homolog	EP-cadherin, C-cadherin
gene:Smp_343010	1.36446409726432e-12	0.999999999998636	0.054890607278912	0.0535243543331737	18.1687084588425	339.624334413176	Kelch-like protein 10	Kelch-like protein 12
gene:Smp_343040	2.22044604925031e-16	1	0.156049040058167	0.153936363288863	30.1815907861044	196.120336855169	Protein FAM184A	Fibrinogen (alpha chain)
gene:Smp_343090	3.38806664716973e-05	0.999966119333528	0.486531560857523	0.48501841901406	80.7977407047655	166.59757104654	Uncharacterized protein At2g39910	Acetolactate synthase, small subunit
gene:Smp_343100	1.5027261924816e-06	0.999998497273808	0.152842844709874	0.135880499923487	3.32192987360528	24.5110304310145	Homeobox protein slou	ISL-1HD, insulin gene enhancer protein ISL-1
gene:Smp_343110	0	1	3.93542373795541	3.97735017950378	136.711636230869	34.36505627124	Beta-mannosidase	Beta-mannosidase
gene:Smp_343120	7.87070408847512e-12	0.999999999992129	2.00349563398462	2.00374335667441	3985.21104864227	1988.87796580042	Plasma membrane calcium-transporting ATPase 3	Sarcoplasmic/endoplasmic reticulum calcium ATPase
gene:Smp_343230	0.00096284412941261	0.999037155870587	0.0884968943404863	0.0302972316208439	0.222970671583267	7.67950359883665	F-box protein At1g54550	Human cannabinoid receptor 1 - helix 7/8 peptide
gene:Smp_343260	0	1	2.90665781624406	2.90676425146454	25565.6979874281	8795.23645816981	cathepsin L	Procathepsin L1, secreted cathepsin L 1
gene:Smp_343310	0	1	2.15212691866794	2.15367203431482	788.449738413732	366.09018881755	Tensin-1	Tensin, tensin1
gene:Smp_343330	1.11022302462516e-16	1	2.4168091970333	2.42645493839872	174.978135836527	72.1067877743514	Trehalose synthase/amylase TreS	Trehalose synthase/amylase TRES
gene:Smp_343340	0.000209482194738708	0.999790517805261	0.25817058880078	0.257022550833615	81.5316782848324	317.244956891385	Tetratricopeptide repeat protein 6	SKI3, superkiller protein 3
gene:Smp_343360	2.53041442517254e-05	0.999974695855748	0.458457812230131	0.453800547706369	25.8975905503853	57.0802584435591	Spike glycoprotein	 45 4j4j_A DNA DC->DU-editing enzy  35.8      13 0.00038   26.6   0.0   26   26-52    102-128 (209)
